"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDischargeReport","EHDSDischargeReport","","","",0,*,"","","","null {[]} {[]}
"EHDSDischargeReport.body.dischargeDetails.narrative","EHDSDischargeReport.body.dischargeDetails.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.narrative",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.objectiveFindings","EHDSDischargeReport.body.dischargeDetails.objectiveFindings","","","",0,1,"","","","Base {[]} {[]}
","Objective findings","Sub-section with objective findings.","","eHN Guideline HDR (v1.1): A.2.7.1","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.objectiveFindings",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.narrative","EHDSDischargeReport.body.dischargeDetails.objectiveFindings.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section.","Narrative content of the section.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.narrative",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.anthropometricObservations","EHDSDischargeReport.body.dischargeDetails.objectiveFindings.anthropometricObservations","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation {[]} {[]}
","Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness.","Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness.","","eHN Guideline HDR (v1.1): A.2.7.1.3","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.anthropometricObservations",0,*,"",""
"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.vitalSigns","EHDSDischargeReport.body.dischargeDetails.objectiveFindings.vitalSigns","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation {[]} {[]}
","Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information; optional: 02 saturation","Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information; optional: 02 saturation","","eHN Guideline HDR (v1.1): A.2.7.1.4","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.vitalSigns",0,*,"",""
"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.physicalExamination","EHDSDischargeReport.body.dischargeDetails.objectiveFindings.physicalExamination","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation {[]} {[]}
","Physical examination","Physical examination is the process of evaluating objective anatomical findings. It is typically the first diagnostic measure performed after taking the patient's history, which allows an initial assessment of symptoms and is useful for determining the differential diagnoses and further steps. Physical examination can be performed through observation, palpation, percussion, and auscultation.","","eHN Guideline HDR (v1.1): A.2.7.1.5","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.objectiveFindings.physicalExamination",0,*,"",""
"EHDSDischargeReport.body.dischargeDetails.functionalStatus","EHDSDischargeReport.body.dischargeDetails.functionalStatus","","","",0,1,"","","","Base {[]} {[]}
","Section: Functional status","Functional status can be assessed in several different ways, usually with a focus on the person’s abilities to perform basic activities of daily living (ADL), which include basic self-care such as bathing, feeding, and toileting and instrumental activities of daily living (IADL), which includes activities such as cooking, shopping, and managing one’s own affairs.For details see: https://paciowg.github.io/functional-status-ig/","","eHN Guideline HDR (v1.1): A.2.7.2","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.functionalStatus",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.functionalStatus.narrative","EHDSDischargeReport.body.dischargeDetails.functionalStatus.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.functionalStatus.narrative",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.functionalStatus.functionalStatusAssessment","EHDSDischargeReport.body.dischargeDetails.functionalStatus.functionalStatusAssessment","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSFunctionalStatus {[]} {[]}
","An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being","An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.functionalStatus.functionalStatusAssessment",0,*,"",""
"EHDSDischargeReport.body.dischargeDetails.medicationSummary","EHDSDischargeReport.body.dischargeDetails.medicationSummary","","","",0,1,"","","","Base {[]} {[]}
","Medication summary. Summary information on the medication recommended for the period after discharge, indicating whether the medication is changed or newly started. Compared to previous practices, the overview is supplemented with medication that has been discontinued.","Medication summary. Summary information on the medication recommended for the period after discharge, indicating whether the medication is changed or newly started. Compared to previous practices, the overview is supplemented with medication that has been discontinued.","","eHN Guideline HDR (v1.1): A.2.8.1","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.medicationSummary",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.medicationSummary.narrative","EHDSDischargeReport.body.dischargeDetails.medicationSummary.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section.","Narrative content of the section.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.medicationSummary.narrative",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry","EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry","","","",0,*,"","","","Base {[]} {[]}
","Structured medication entry","Structured medication entry","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry",0,*,"",""
"EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry.medicationUse","EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry.medicationUse","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedicationStatement {[]} {[]}
","Details about medication and dosaging","Details about medication and dosaging","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry.medicationUse",1,1,"",""
"EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry.daysSupplied","EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry.daysSupplied","","","",0,1,"","","","Quantity {[]} {[]}
","Number of days for which the patient was provided with the drug at the time of discharge","Supply is intended to either hand over the medicine or write out a prescription. A 0 value indicates that the patient has not been provided with the drug (e.g. if the patient has a sufficient supply of the drug)","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.medicationSummary.entry.daysSupplied",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.carePlan","EHDSDischargeReport.body.dischargeDetails.carePlan","","","",0,*,"","","","Base {[]} {[]}
","Care plan and other recommendations after discharge.","Care plan and other recommendations after discharge section.","","eHN Guideline HDR (v1.1): A.2.8.3","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.carePlan",0,*,"",""
"EHDSDischargeReport.body.dischargeDetails.carePlan.narrative","EHDSDischargeReport.body.dischargeDetails.carePlan.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section.","Narrative content of the section.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.carePlan.narrative",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails.carePlan.carePlan","EHDSDischargeReport.body.dischargeDetails.carePlan.carePlan","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCarePlan {[]} {[]}
","Structured care plan after discharge. Multiple care plans could be provided.","Structured care plan after discharge. Multiple care plans could be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.carePlan.carePlan",0,*,"",""
"EHDSDischargeReport.body.dischargeDetails.carePlan.otherRecommendations","EHDSDischargeReport.body.dischargeDetails.carePlan.otherRecommendations","","","",0,1,"","","","string {[]} {[]}
","Other recommendations (advice) after discharge. E.g., recommendation to suggest hip replacement, reduce number of cigarettes, stop smoking, increase physical exercises, etc.","Other recommendations (advice) after discharge. E.g., recommendation to suggest hip replacement, reduce number of cigarettes, stop smoking, increase physical exercises, etc.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails.carePlan.otherRecommendations",0,1,"",""
"EHDSDischargeReport.attachments[x]","EHDSDischargeReport.attachments[x]","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAttachment {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedia {[]} {[]}","Report attachments data elements","Report attachments data elements","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.attachments[x]",0,*,"",""
